id,business,balance,behaviours,nationality,bank_id,avg_tx_per_step,min_amount,max_amount,new_beneficiary_ratio,new_neighbours_ratio,compromising_ratio,role
17,1,2417.52,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,85.77,305.52,0.09950532996759637,0.49924728817951614,0.06543379339289515,-1
18,1,2528.64,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,127.77,346.37,0.09873209967642872,0.47632995169250164,0.1253195689222383,-1
19,1,2284.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,101.31,321.58,0.10122457165963569,0.49164241229100364,0.13266331617702748,-1
20,1,3184.76,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,97.06,259.66,0.0976843014104977,0.45862447453110466,0.08832833388489075,0
21,1,3677.93,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,94.56,372.56,0.0996010832192503,0.5157887891658977,0.13749738282584906,-1
22,1,3943.17,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,110.96,354.39,0.09428710626925345,0.5334939087531869,0.08562241660517841,-1
23,1,3950.16,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,108.81,291.16,0.100170899811874,0.5400210616729348,0.08164613027111017,-1
24,1,2951.22,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,94.78,295.29,0.09485735019675108,0.4630185289526373,0.12279976493770425,0
25,1,3140.68,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,122.76,295.31,0.09827046408277462,0.5525897930765993,0.1397104157045866,-1
26,1,2744.72,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,109.86,263.21,0.10038335927286933,0.5573357214211754,0.07300518559609645,-1
27,1,3510.05,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,74.21,323.08,0.1000582484684336,0.5239347129806109,0.14537883212215458,-1
28,1,2458.75,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,87.61,280.75,0.095369393184008,0.574391185658649,0.12960739735724733,-1
29,1,2632.54,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,115.87,277.72,0.0991711085811084,0.47110573458470045,0.05647390296999885,-1
30,1,3065.99,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,128.79,227.12,0.09944232265620069,0.5350012647096564,0.06442739296254085,-1
31,1,2393.18,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,109.33,338.45,0.09926520392115427,0.48485338955144386,0.12087510516398066,-1
32,1,2194.35,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,89.65,253.93,0.10276985934868481,0.41493898905906546,0.11000291549782373,-1
33,1,2606.42,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,86.53,338.68,0.1010418195021575,0.5660387427803036,0.05957272147589278,0
34,1,3062.64,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,92.09,286.15,0.09967429791072265,0.5134890509116934,0.06062991036223074,-1
35,1,3761.88,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,106.06,227.24,0.10095023481736007,0.4716533312036007,0.06029886226262426,-1
36,1,3911.35,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,80.14,251.71,0.09953304778639842,0.448599733975899,0.08490213623137036,-1
37,1,3432.94,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,118.04,307.15,0.09989350628914728,0.46332987753531246,0.10905527248436117,-1
38,1,2021.71,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,94.75,246.99,0.1005636442345885,0.5607764435480582,0.12483926635609642,-1
39,1,2206.9,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,94.51,225.01,0.09928822566948366,0.5528353925839115,0.11026089402981096,-1
40,1,3935.26,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,101.59,235.86,0.10048225176071841,0.49791171578890603,0.1023429486109903,-1
41,1,3916.23,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,94.19,288.12,0.09829110772204312,0.3734859393339866,0.11121615628594597,-1
42,1,2579.36,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,107.75,381.76,0.10495060146784725,0.49661627834694844,0.08367637477901811,-1
43,1,3999.87,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,69.13,353.31,0.09943558398012979,0.4701975441231544,0.11625835178826413,-1
44,1,3714.3,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,92.71,366.56,0.10277147646119543,0.5324404251238237,0.0751176814267,-1
45,1,3983.99,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,127.5,293.83,0.09820371166643968,0.5118730741231654,0.0677649061408249,-1
46,1,2895.94,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,94.67,248.4,0.10437528186059893,0.5202634456503343,0.057498308234023236,-1
47,1,2564.43,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,98.6,315.33,0.1015141119132152,0.5101780358072684,0.069953294277453,-1
48,1,2161.58,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,95.08,223.87,0.10106035774546221,0.5203168620638318,0.10571388949068206,0
49,1,2776.66,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,105.28,263.28,0.1010757247931229,0.561594924290579,0.10999143971266084,-1
50,1,3591.48,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,101.46,302.05,0.10088044516458554,0.4901834153910075,0.08495831704610271,-1
51,1,3091.99,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,108.83,340.43,0.10009559344774521,0.514773371172878,0.12029126436716016,-1
52,1,3330.24,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,101.46,311.25,0.10121187183797976,0.4069491550289224,0.08816164631154016,-1
53,1,2901.46,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,107.47,286.2,0.10238966183563748,0.48434076818886096,0.07666554846335956,-1
54,1,3522.79,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,97.75,324.05,0.10071109816574894,0.488157920938278,0.08259018562136142,-1
55,1,3618.37,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,101.1,325.31,0.09997360237971697,0.5509145933433632,0.12815181913608487,-1
56,1,3202.67,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,114.35,301.31,0.1012434325583643,0.5075871362484716,0.0971659954045295,0
57,1,3529.11,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,106.35,355.4,0.10283095522564305,0.3753709884907478,0.06492230060151873,-1
58,1,3233.15,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,88.17,402.11,0.10082253572120922,0.4658730500160475,0.1323730156947558,-1
59,1,2012.1,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,99.22,305.32,0.0989779352983299,0.47563604140352594,0.09700421904746934,-1
60,1,2634.23,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,77.48,266.63,0.10100488275634185,0.5169134854127719,0.09161024274642576,0
61,1,2611.36,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,124.93,272.83,0.10147247542972455,0.500340234262348,0.10374976940452735,-1
62,1,3124.83,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,85.55,345.61,0.10375234896757211,0.47689743812465496,0.07791790460433844,-1
63,1,2015.81,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,79.26,337.57,0.10195361294543123,0.5229210330373184,0.05098829321502854,-1
64,1,2210.87,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,112.86,311.84,0.10207177436868978,0.5807563611005897,0.06726476903305668,-1
65,1,3661.28,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,118.41,365.56,0.09916055742891465,0.42839242690026935,0.10921844126418592,-1
66,1,2470.94,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,108.92,271.55,0.10210544453172861,0.5028913114888893,0.14696916669200666,-1
67,1,2482.49,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,108.61,313.28,0.10217358447140262,0.5567101911416579,0.14957365214314852,-1
68,1,2712.77,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,114.93,283.59,0.10030206219439823,0.5317520446673825,0.13750505569068733,-1
69,1,2158.27,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,92.72,327.7,0.09901623186872843,0.4489289889617729,0.08126470085736115,-1
70,1,3362.64,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,97.41,250.35,0.09964178646426311,0.45479843421898175,0.057785825184336954,-1
71,1,2688.7,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,126.36,301.36,0.09755959465655738,0.5084751770726026,0.12770496828375608,-1
72,1,2177.1,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,82.87,350.3,0.10353163852797677,0.46123131920629523,0.06583154447864921,-1
73,1,2197.43,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,95.27,286.49,0.09845979374793906,0.5062513580941587,0.14663292199201777,-1
74,1,2284.82,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,103.04,219.25,0.09867223217303878,0.5368145424893229,0.1255088862269525,-1
75,1,2430.58,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,80.24,378.62,0.09897389461325523,0.5229599815607869,0.11642550156705195,-1
76,1,2305.64,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,110.49,328.04,0.09834489881447003,0.49327830605182266,0.0785447871966872,-1
77,1,2415.95,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,102.63,262.18,0.09635850722822255,0.5353205305055475,0.12095397650625433,-1
78,1,3296.83,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,111.06,302.76,0.09993814699517535,0.5110363089636344,0.07062010813582119,-1
79,1,3913.95,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,123.44,234.04,0.10550681012226229,0.4268742314874024,0.12331815507529005,-1
80,1,2746.08,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,125.84,236.95,0.10097613929965092,0.5567478739971008,0.08995330749048183,0
81,1,2077.95,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,95.89,302.53,0.0975455964525048,0.47751927009630446,0.07854097044007108,-1
82,1,3442.96,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,106.48,404.7,0.09800416405633185,0.5271406215122334,0.1411914601780358,0
83,1,2536.56,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,110.7,285.28,0.10079350101978089,0.5841733876155966,0.128692656771705,-1
84,1,2780.18,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,97.14,270.74,0.09669882434149783,0.5714412652598438,0.14169581885700655,-1
85,1,3941.46,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,88.71,284.8,0.10382834019537253,0.5122224519165182,0.13336224540131486,-1
86,1,2893.01,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,85.61,299.22,0.10106873471034072,0.4053826641829292,0.12972054956256662,-1
87,1,3286.03,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,120.4,309.78,0.09721539695607898,0.5716777343509261,0.1460349867536148,-1
88,1,3964.79,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,61.77,284.2,0.0987653734002761,0.42760829885202156,0.08427549008926026,0
89,1,3678.91,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,82.2,345.67,0.10258133287341543,0.5535349592513821,0.08044828814574298,-1
90,1,2175.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,109.9,235.75,0.10048930355367108,0.5096121565005713,0.05219257352553113,-1
91,1,3038.03,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,71.87,404.68,0.10153824567719917,0.49458807909174224,0.1205009477762132,-1
92,1,2610.15,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,103.97,307.62,0.09960432484288236,0.4757492819413634,0.08834453570682127,-1
93,1,2856.33,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,70.19,399.98,0.10180613839776058,0.5785282776513376,0.11359289859593331,-1
94,1,2671.09,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,72.59,204.41,0.10082242608278412,0.5303635841581367,0.07351961767445493,-1
95,1,2429.31,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,101.09,291.25,0.10224638827232219,0.4778924393435967,0.12824963323992106,-1
96,1,3685.73,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,114.82,355.79,0.09655747427596695,0.42575832833837174,0.05725950491206862,-1
97,1,3823.98,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,94.17,320.25,0.10248747502158662,0.5429688116101231,0.07839905915392241,-1
98,1,2720.95,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,94.07,295.41,0.10403852556112202,0.552210341018054,0.11327505794716912,-1
99,1,3964.05,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,108.03,290.09,0.10077770785501423,0.4632441139573155,0.1280006501918548,-1
100,1,3801.77,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,96.78,251.37,0.10061783427855202,0.5180777520681699,0.13787811850232448,-1
101,1,2518.83,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,98.08,289.83,0.10064720131612541,0.4798229668843572,0.10343300299858521,-1
102,1,3358.98,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,113.19,388.34,0.10153914817508007,0.47314024775930225,0.10929572200136967,-1
103,1,3110.62,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,109.01,250.01,0.10222779236682789,0.44052848137662376,0.12229008123651064,-1
104,1,2783.01,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,117.12,202.73,0.09875884874661091,0.48215629694238377,0.1029353446686499,-1
105,1,3772.14,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,118.58,312.43,0.1002318829126602,0.4729044396537664,0.0980011685301721,-1
106,1,2045.11,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,111.98,201.95,0.0978861859514489,0.46214960393208687,0.1260479529685081,-1
107,1,2592.91,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,84.05,329.24,0.09881580661948418,0.4700033303769999,0.10024101437552924,-1
108,1,2398.96,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,87.02,308.54,0.10161041122470878,0.5195768187399525,0.06125519373583037,-1
109,1,2925.88,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,102.21,350.76,0.10096269028505352,0.4700383134057348,0.11369076259960269,-1
110,1,3277.7,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,117.82,242.56,0.0988455082167571,0.4503299855025347,0.129508791231481,-1
111,1,2777.39,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,109.3,267.59,0.10132729653643627,0.562671500322838,0.12199426469667474,-1
112,1,3059.08,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,88.52,207.14,0.09807300271653101,0.43085206952433003,0.07103914650632243,-1
113,1,3612.88,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,93.01,334.68,0.09866974686970835,0.3320643267511685,0.07941633564931415,-1
114,1,3633.04,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,91.94,308.17,0.09813588074353996,0.45762899656774614,0.09669756000403279,0
115,1,2176.89,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,120.84,300.48,0.09981536712469892,0.4971575687229276,0.11616961379938608,-1
116,1,3214.51,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,121.81,318.36,0.10228105273791187,0.4012164917192408,0.1138345037522525,-1
117,1,2159.04,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,107.98,349.81,0.09912509268533555,0.530990312222629,0.11044436380305385,-1
118,1,3333.69,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,117.57,281.84,0.09837799370965628,0.4880761919556739,0.10703124804044326,-1
119,1,3477.46,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,116.58,261.49,0.09964808474332601,0.46766478553507923,0.08928969855039821,-1
120,1,2135.2,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,80.58,297.73,0.099989786635808,0.4129760078578223,0.12266827819418596,0
121,1,2726.09,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,100.64,259.73,0.10009795363549574,0.40145989411253447,0.11072904386268723,-1
122,1,3522.04,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,103.51,338.63,0.09765976018371095,0.5078113416899132,0.10628274025206541,-1
123,1,3781.45,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,110.67,250.37,0.10092855877980447,0.5723089133879169,0.09573036291669168,-1
124,1,3286.68,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,91.0,318.96,0.09834895749782684,0.5537260380631324,0.0761379796521782,0
125,1,2163.11,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,113.56,334.29,0.09801359970960775,0.5135680370794741,0.07924094210985431,-1
126,1,3859.22,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,103.84,299.97,0.09829691360846213,0.5281335320191044,0.06509858572243844,-1
127,1,3652.56,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,129.01,319.31,0.09865298191129458,0.5095207959400004,0.13250547233108678,-1
128,1,3429.25,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,98.94,362.04,0.10114833635787523,0.5300746792898782,0.08734066784834503,-1
129,1,2718.41,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,87.63,367.61,0.0997072176566971,0.49185124875438047,0.11534819086335502,-1
130,1,2472.06,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,95.27,329.48,0.10053165521613158,0.49224069503461226,0.14624701562115003,-1
131,1,2985.89,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,102.01,294.89,0.10221721158599965,0.5092779337718429,0.1183986696694437,-1
132,1,3709.69,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,115.44,193.21,0.09629832959403514,0.5335429625794839,0.05505994491908888,-1
133,1,2125.26,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,111.62,212.84,0.09922881574737487,0.5469593538948277,0.10919858018157685,-1
134,1,3108.21,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,64.77,295.47,0.09894223482363308,0.4967575653659654,0.09485085110374944,-1
135,1,3934.86,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,85.39,257.57,0.10032361769847958,0.5124795374320833,0.11007829857950063,-1
136,1,2111.25,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,109.57,304.43,0.1030562098075424,0.5939080239942494,0.06802941603465751,-1
137,1,2615.78,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,86.63,189.2,0.10510084475815538,0.4757407647645186,0.12634996394396125,-1
138,1,3480.28,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,114.1,237.52,0.10118109572251031,0.6129291682752182,0.14970425109009747,-1
139,1,3891.38,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,102.99,331.23,0.10044913906508086,0.5649276139739455,0.14332121417775212,-1
140,1,2879.17,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,105.37,284.49,0.10029765256209125,0.5712566734861928,0.055789011654727855,-1
141,1,3174.9,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,95.18,344.45,0.0977590352866221,0.4521879156081573,0.0988948478235136,-1
142,1,3533.58,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,88.71,268.63,0.09919357332730436,0.4674900922634217,0.13732565496265037,-1
143,1,3806.67,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,117.0,299.62,0.10140329025540785,0.5166145460254074,0.08253561328404568,-1
144,1,3232.2,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,102.83,266.25,0.09930574963237211,0.4877826983778931,0.12074470369919006,-1
145,1,3124.3,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,89.03,279.36,0.10191155177935406,0.5323131318081177,0.11814675912352929,-1
146,1,3694.73,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,98.08,316.69,0.10003797853266791,0.5895980056835615,0.08215195310181898,-1
147,1,2802.46,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,124.17,314.6,0.10370890386006242,0.5306209656200506,0.09846660115979405,-1
148,1,3266.63,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,89.83,316.31,0.09818247613269931,0.5772493074372023,0.058378516515757886,-1
149,1,3054.47,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,72.01,359.4,0.10008899247693215,0.4920604590034135,0.1091700142957581,-1
150,1,3416.7,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,71.83,336.62,0.10088636362196166,0.5336217558678215,0.09869583391327735,-1
151,1,3428.98,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,119.52,267.81,0.10375628550350388,0.5934962018559589,0.12430298121054449,-1
152,1,3227.2,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,77.42,271.83,0.09862673709977435,0.5199248988641801,0.10373014183936186,-1
153,1,2844.13,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,113.71,256.33,0.09881490801575195,0.5865639882045269,0.12654783029225025,-1
154,1,2646.98,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,91.35,400.47,0.09661864172707713,0.49787940526427193,0.12632702194079826,-1
155,1,3145.63,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,94.27,305.41,0.10623043027306205,0.4856843211989991,0.11191894041480818,-1
156,1,2306.37,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,104.8,238.54,0.09841680396090789,0.5915232810547342,0.1131826427881279,-1
157,1,3947.74,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,95.39,250.33,0.09920271405583624,0.37526193539452063,0.11421854186299156,-1
158,1,3369.52,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,98.46,326.52,0.09934950326631074,0.48393196277807404,0.09721679853316909,-1
159,1,2264.98,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,137.69,360.82,0.09716688295281758,0.4283860445575852,0.14103258659310153,-1
160,1,2569.71,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,108.64,312.68,0.10077896287823986,0.5048236164842373,0.10895118426261087,-1
161,1,2465.05,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,124.77,340.65,0.0983287253720057,0.5491175926454984,0.0866553108523018,-1
162,1,2058.1,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,130.72,262.29,0.10069729724401628,0.43011252982871434,0.09442816888720382,-1
163,1,2056.83,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,93.01,259.44,0.10324376560142152,0.4950609523226589,0.11823696744120053,0
164,1,3920.7,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,95.48,294.92,0.10077882689188405,0.45182124892358766,0.10370708879440865,-1
165,1,3831.68,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,83.35,312.0,0.1011834073417002,0.5106633409281062,0.1339007846301663,-1
166,1,3782.52,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,122.58,317.96,0.10046016951207633,0.497191496591137,0.07082412984808441,-1
167,1,2935.32,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,97.84,385.73,0.09991836579034793,0.5164943628446803,0.0875950669764583,-1
168,1,2560.39,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,114.25,283.23,0.10023294165240257,0.3891078459725943,0.06738357991135895,-1
169,1,3699.06,"[0, 1, 2, 3, 4, 5, 6, 7]",,0,0.8,100.41,318.67,0.09518768676543468,0.4088831666326316,0.14424379031740325,0
170,1,3775.97,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,108.22,209.01,0.10226317747211507,0.4841051691179508,0.05256987704908325,0
171,1,3505.08,"[0, 1, 2, 3, 4, 5, 6, 7]",,1,0.8,98.44,331.19,0.10396164331731506,0.48445568848838483,0.1428249990953569,-1
172,1,2280.45,"[0, 1, 2, 3, 4, 5, 6, 7]",,2,0.8,122.74,289.23,0.10225182811100027,0.5071626865321162,0.11001592336598254,-1
